Number,Gridid,HBlon,HBlat,location,road_name,road_level,road_distance,live_distance,a1,a2,a3,pop,Class
977,"[38, -15, -53]",121.2178955,31.28714518,19,纬一路,3,41.3875,57.1953,0.7,0.2,0.1,0.640980539,0
978,"[40, -14, -54]",121.22,31.28714518,14,纬一路,3,43.4158,51.0425,0.666666667,0.333333333,0,13.33428144,0
979,"[42, -13, -55]",121.2221045,31.28714518,14,广场一路,3,40.3963,157.037,0.928571429,0.071428571,0,13.33428144,0
981,"[46, -11, -57]",121.2263135,31.28714518,19,春归路,2,4.11669,97.1642,0.571428571,0.285714286,0.142857143,0.640980539,0
982,"[48, -10, -58]",121.228418,31.28714518,19,春归路,2,5.7849,188.633,0.333333333,0.333333333,0.333333333,0.640980539,0
983,"[50, -9, -59]",121.2305225,31.28714518,23,春归路,2,21.0556,275.921,0,1,0,1.412508704,0
984,"[52, -8, -60]",121.232627,31.28714518,23,淞阳路,3,20.4351,274.048,0,1,0,1.412508704,0
985,"[54, -7, -61]",121.2347315,31.28714518,23,春归路,2,52.1934,282.266,0,0.2,0.8,1.412508704,0
986,"[56, -6, -62]",121.236836,31.28714518,23,春归路,2,67.5963,0,0,1,0,1.412508704,0
987,"[58, -5, -63]",121.2389405,31.28714518,23,星塔路,3,64.6005,0,0,0.75,0.25,1.412508704,0
989,"[62, -3, -65]",121.2431495,31.28714518,23,春归路,2,132.275,0,0,1,0,1.412508704,0
990,"[64, -2, -66]",121.245254,31.28714518,23,春浓路,2,1.66329,0,0,0.666666667,0.333333333,1.412508704,0
991,"[66, -1, -67]",121.2473585,31.28714518,23,春归路,2,0.369556,0,0.333333333,0.666666667,0,1.412508704,0
992,"[68, 0, -68]",121.249463,31.28714518,23,G15沈海高速,1,95.8122,0,0,1,0,1.412508704,0
1009,"[7, -32, -39]",121.1852757,31.28870285,1,于田路,2,137.816,307.59,0,1,0,7.557035928,0
1011,"[11, -30, -41]",121.1894847,31.28870285,1,一号路,3,74.0728,212.855,1,0,0,7.557035928,0
1012,"[13, -29, -42]",121.1915892,31.28870285,1,于塘南路,2,37.8012,114.816,1,0,0,7.557035928,0
1013,"[15, -28, -43]",121.1936937,31.28870285,1,雅丹路,3,23.6645,105.22,0.666666667,0.333333333,0,7.557035928,0
1014,"[17, -27, -44]",121.1957982,31.28870285,4,谢木桥村三路,3,60.182,163.65,0.5,0.5,0,3.139598802,0
1016,"[21, -25, -46]",121.2000072,31.28870285,4,杨木桥二路,3,31.5593,83.5648,0.176470588,0,0.823529412,3.139598802,0
1017,"[23, -24, -47]",121.2021117,31.28870285,4,杨木桥村支路,3,46.6368,261.117,0,1,0,3.139598802,0
1018,"[25, -23, -48]",121.2042162,31.28870285,5,杨木桥村二路,3,154.182,90.1712,1,0,0,15.44011976,0
1019,"[27, -22, -49]",121.2063207,31.28870285,11,李庄环路,3,213.506,167.545,0,1,0,0.297946963,0
1020,"[29, -21, -50]",121.2084252,31.28870285,11,李庄环路,3,82.8461,326.929,0,1,0,0.297946963,0
1021,"[31, -20, -51]",121.2105297,31.28870285,11,嘉三路,3,14.7825,0,0,1,0,0.297946963,0
1022,"[33, -19, -52]",121.2126342,31.28870285,11,同乙路,3,16.1299,0,0,1,0,0.297946963,0
1023,"[35, -18, -53]",121.2147387,31.28870285,19,同丙路,3,45.294,0,0,0.4,0.6,0.640980539,0
1024,"[37, -17, -54]",121.2168432,31.28870285,19,中央大道,3,13.9543,238.012,0,1,0,0.640980539,0
1025,"[39, -16, -55]",121.2189477,31.28870285,19,嘉四路,3,42.4266,247.31,0,1,0,0.640980539,0
1026,"[41, -15, -56]",121.2210522,31.28870285,14,沿湖路,3,52.5649,113.89,1,0,0,13.33428144,0
1027,"[43, -14, -57]",121.2231567,31.28870285,14,嘉松北路,2,2.14902,148.173,0.5,0,0.5,13.33428144,0
1029,"[47, -12, -59]",121.2273657,31.28870285,19,谢春路,3,76.5235,271.947,0.5,0.5,0,0.640980539,0
1031,"[51, -10, -61]",121.2315747,31.28870285,23,淞阳路,3,81.8936,445.834,0,1,0,1.412508704,0
1032,"[53, -9, -62]",121.2336792,31.28870285,23,淞阳路,3,118.062,432.688,0.5,0.5,0,1.412508704,0
1033,"[55, -8, -63]",121.2357837,31.28870285,23,赵塔路,3,47.6196,481.44,0,1,0,1.412508704,0
1034,"[57, -7, -64]",121.2378882,31.28870285,23,星塔路,3,32.3476,0,0.285714286,0.142857143,0.571428571,1.412508704,0
1035,"[59, -6, -65]",121.2399927,31.28870285,23,星塔路,3,167.523,0,0.5,0.5,0,1.412508704,0
1037,"[63, -4, -67]",121.2442017,31.28870285,23,绿环路,2,67.5303,0,0.333333333,0.333333333,0.333333333,1.412508704,0
1038,"[65, -3, -68]",121.2463062,31.28870285,23,绿环路,2,24.4117,0,0,0.666666667,0.333333333,1.412508704,0
1039,"[67, -2, -69]",121.2484107,31.28870285,23,春归路,2,97.8111,0,0,1,0,1.412508704,0
1040,"[69, -1, -70]",121.2505152,31.28870285,23,G15沈海高速,1,53.003,0,0,1,0,1.412508704,0
1053,"[10, -32, -42]",121.1884325,31.29026052,1,百安公路,2,105.056,337.178,0,1,0,7.557035928,0
1055,"[14, -30, -44]",121.1926415,31.29026052,1,百安公路,2,67.0189,127.495,1,0,0,7.557035928,0
1056,"[16, -29, -45]",121.194746,31.29026052,1,荣轩路,3,74.8095,46.5194,0.857142857,0,0.142857143,7.557035928,0
1058,"[20, -27, -47]",121.198955,31.29026052,4,杨木桥路,3,32.0853,193.561,0,0.5,0.5,3.139598802,0
1061,"[26, -24, -50]",121.2052685,31.29026052,4,谢泾二路,3,174.093,253.121,0.5,0.5,0,3.139598802,0
1062,"[28, -23, -51]",121.207373,31.29026052,11,嘉三路,3,113.519,352.143,0,1,0,0.297946963,0
1063,"[30, -22, -52]",121.2094775,31.29026052,11,李庄环路,3,69.2668,513.733,0,1,0,0.297946963,0
1064,"[32, -21, -53]",121.211582,31.29026052,11,嘉四路,3,89.0231,0,0,1,0,0.297946963,0
1065,"[34, -20, -54]",121.2136865,31.29026052,11,同乙路,3,46.4531,0,0,1,0,0.297946963,0
1067,"[38, -18, -56]",121.2178955,31.29026052,19,中央大道,3,15.9312,356.489,0,0.666666667,0.333333333,0.640980539,0
1068,"[40, -17, -57]",121.22,31.29026052,19,嘉六路,3,39.8642,198.933,0,1,0,0.640980539,0
1069,"[42, -16, -58]",121.2221045,31.29026052,19,昌吉东路,2,43.1907,92.5611,0.666666667,0.333333333,0,0.640980539,0
1071,"[46, -14, -60]",121.2263135,31.29026052,19,谢春路,3,23.6508,431.881,0,1,0,0.640980539,0
1072,"[48, -13, -61]",121.228418,31.29026052,19,绿环路,2,114.629,0,0,1,0,0.640980539,0
1073,"[50, -12, -62]",121.2305225,31.29026052,23,杨林路,3,16.5274,0,0,1,0,1.412508704,0
1074,"[52, -11, -63]",121.232627,31.29026052,23,淞阳路,3,16.235,0,0,0.5,0.5,1.412508704,0
1077,"[58, -8, -66]",121.2389405,31.29026052,23,绿环路,2,36.5744,0,0,1,0,1.412508704,0
1078,"[60, -7, -67]",121.241045,31.29026052,23,绿环路,2,6.32127,0,0.25,0.5,0.25,1.412508704,0
1079,"[62, -6, -68]",121.2431495,31.29026052,23,绿环路,2,57.8916,0,0,1,0,1.412508704,0
1080,"[64, -5, -69]",121.245254,31.29026052,23,春浓路,2,35.3476,0,0.5,0.5,0,1.412508704,0
1094,"[15, -31, -46]",121.1936937,31.29181819,4,百安公路,2,31.0364,118.508,1,0,0,3.139598802,0
1095,"[17, -30, -47]",121.1957982,31.29181819,4,硕丰路,3,61.7697,164.367,0.5,0.5,0,3.139598802,0
1096,"[19, -29, -48]",121.1979027,31.29181819,4,雅丹路,3,4.66227,149.33,0.5,0.5,0,3.139598802,0
1100,"[27, -25, -52]",121.2063207,31.29181819,11,昌吉东路,2,4.52951,447.209,1,0,0,0.297946963,0
1101,"[29, -24, -53]",121.2084252,31.29181819,11,昌吉东路,2,5.43875,547.649,0,1,0,0.297946963,0
1102,"[31, -23, -54]",121.2105297,31.29181819,11,昌吉东路,2,12.8544,0,0,1,0,0.297946963,0
1103,"[33, -22, -55]",121.2126342,31.29181819,11,昌吉东路,2,20.3016,0,0,1,0,0.297946963,0
1106,"[39, -19, -58]",121.2189477,31.29181819,19,昌吉东路,2,56.5838,382.321,0,1,0,0.640980539,0
1108,"[43, -17, -60]",121.2231567,31.29181819,19,嘉松北路,2,28.698,290.098,0,1,0,0.640980539,0
1109,"[45, -16, -61]",121.2252612,31.29181819,19,绿环路,2,93.3801,416.078,0.333333333,0.666666667,0,0.640980539,0
1110,"[47, -15, -62]",121.2273657,31.29181819,19,绿环路,2,63.2603,0,0,1,0,0.640980539,0
1111,"[49, -14, -63]",121.2294702,31.29181819,19,绿环路,2,34.5917,0,0.5,0,0.5,0.640980539,0
1112,"[51, -13, -64]",121.2315747,31.29181819,23,绿环路,2,23.7002,0,0.666666667,0.333333333,0,1.412508704,0
1113,"[53, -12, -65]",121.2336792,31.29181819,23,绿环路,2,40.3283,0,0,0.75,0.25,1.412508704,0
1116,"[59, -9, -68]",121.2399927,31.29181819,23,绿环路,2,148.922,0,0,1,0,1.412508704,0
1117,"[61, -8, -69]",121.2420972,31.29181819,23,绿环路,2,199.676,0,0,1,0,1.412508704,0
1118,"[63, -7, -70]",121.2442017,31.29181819,23,春浓路,2,178.152,0,0,1,0,1.412508704,0
1119,"[65, -6, -71]",121.2463062,31.29181819,23,春浓路,2,28.5874,0,0,1,0,1.412508704,0
1129,"[18, -31, -49]",121.1968505,31.29337586,4,百安公路,2,33.6089,52.014,0.5,0.5,0,3.139598802,0
1130,"[20, -30, -50]",121.198955,31.29337586,4,雅丹路,3,48.7106,71.3561,1,0,0,3.139598802,0
1131,"[22, -29, -51]",121.2010595,31.29337586,4,昌吉东路,2,94.8023,209.44,0.75,0,0.25,3.139598802,0
1139,"[38, -21, -59]",121.2178955,31.29337586,11,春秀路,3,3.4929,576.868,0,1,0,0.297946963,0
1140,"[40, -20, -60]",121.22,31.29337586,19,谢春路,3,77.0543,470.948,1,0,0,0.640980539,0
1142,"[44, -18, -62]",121.224209,31.29337586,19,谢春路,3,43.7614,489.653,1,0,0,0.640980539,0
1143,"[46, -17, -63]",121.2263135,31.29337586,19,谢春路,3,1.69879,607.235,0,0.5,0.5,0.640980539,0
1144,"[48, -16, -64]",121.228418,31.29337586,19,谢春路,3,168.451,0,0,1,0,0.640980539,0
1145,"[50, -15, -65]",121.2305225,31.29337586,23,绿环路,2,200.519,0,0.5,0,0.5,1.412508704,0
1146,"[52, -14, -66]",121.232627,31.29337586,23,绿环路,2,197.241,0,0,1,0,1.412508704,0
1149,"[58, -11, -69]",121.2389405,31.29337586,23,星塔路,3,75.7166,0,0.333333333,0.666666667,0,1.412508704,0
1159,"[19, -32, -51]",121.1979027,31.29493353,4,昌吉东路辅道,3,7.92554,144.925,0.5,0,0.5,3.139598802,0
1160,"[21, -31, -52]",121.2000072,31.29493353,4,昌吉东路辅路,3,3.60397,140.675,1,0,0,3.139598802,0
1161,"[23, -30, -53]",121.2021117,31.29493353,4,昌吉东路辅路,3,85.5379,166.156,1,0,0,3.139598802,0
1164,"[29, -27, -56]",121.2084252,31.29493353,4,谢泾一路,3,0.283345,630.115,1,0,0,3.139598802,0
1166,"[33, -25, -58]",121.2126342,31.29493353,11,谢春路,3,37.9085,0,0,0.2,0.8,0.297946963,0
1167,"[35, -24, -59]",121.2147387,31.29493353,11,谢春路,3,54.0649,0,0,0.5,0.5,0.297946963,0
1168,"[37, -23, -60]",121.2168432,31.29493353,11,谢春路,3,70.7172,774.203,0,1,0,0.297946963,0
1169,"[39, -22, -61]",121.2189477,31.29493353,19,谢春路1650弄,3,86.7739,669.64,0,1,0,0.640980539,0
1170,"[41, -21, -62]",121.2210522,31.29493353,19,谢春路,3,104.428,614.349,0,1,0,0.640980539,0
1172,"[45, -19, -64]",121.2252612,31.29493353,19,谢春路,3,54.9484,689.47,0,0.75,0.25,0.640980539,0
1173,"[47, -18, -65]",121.2273657,31.29493353,19,谢春路,3,14.0569,0,0.2,0.8,0,0.640980539,0
1185,"[22, -32, -54]",121.2010595,31.2964912,4,百安公路,2,43.6467,92.3202,1,0,0,3.139598802,0
1186,"[24, -31, -55]",121.203164,31.2964912,4,百安公路,2,191.085,108.168,1,0,0,3.139598802,0
1191,"[34, -26, -60]",121.2136865,31.2964912,11,春锦路,3,72.1572,0,1,0,0,0.297946963,0
1192,"[36, -25, -61]",121.215791,31.2964912,11,春锦路,3,214.611,0,0,1,0,0.297946963,0
1193,"[38, -24, -62]",121.2178955,31.2964912,11,谢春路1650弄,3,173.06,0,0,1,0,0.297946963,0
1194,"[40, -23, -63]",121.22,31.2964912,11,谢春路1650弄,3,26.6172,0,0,0.5,0.5,0.297946963,0
1203,"[17, -36, -53]",121.1957982,31.29804887,4,交运路,3,78.4437,59.7133,0.5,0.5,0,3.139598802,0
1205,"[21, -34, -55]",121.2000072,31.29804887,4,硕望路,3,144.615,64.6787,0.333333333,0.666666667,0,3.139598802,0
1206,"[23, -33, -56]",121.2021117,31.29804887,4,百安公路,2,21.0024,180.628,1,0,0,3.139598802,0
1207,"[25, -32, -57]",121.2042162,31.29804887,4,百安公路,2,206.078,275.296,1,0,0,3.139598802,0
